answer,query_text,program_text,filename
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,79.jpg
4,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,79.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,79.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,79.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,79.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,79.jpg
rectangle,What is the shape of the orange of the object?,filter orange <nxt> query shape,79.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,79.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,79.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,79.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,79.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,79.jpg
rectangle,What is the shape of the orange of the object?,filter orange <nxt> query shape,79.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,79.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,80.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,80.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,80.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,80.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,80.jpg
1,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,80.jpg
circle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,80.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,80.jpg
5,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,80.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,80.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,80.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,80.jpg
yes,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,80.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,80.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,80.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,80.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,80.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,80.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,80.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,80.jpg
5,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,81.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,81.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,81.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,81.jpg
5,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,81.jpg
5,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,81.jpg
5,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,81.jpg
1,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,81.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,81.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,81.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,81.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,81.jpg
rectangle,What is the shape of the blue of the object?,filter blue <nxt> query shape,81.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,81.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,81.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,81.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,81.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,81.jpg
rectangle,What is the shape of the blue of the object?,filter blue <nxt> query shape,81.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,81.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,82.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,82.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,82.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,82.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,82.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,82.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,82.jpg
4,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,82.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,82.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,82.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,82.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,82.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,82.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,82.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,82.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,82.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,82.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,82.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,82.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,82.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,83.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,83.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,83.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,83.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,83.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,83.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,83.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,83.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,83.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,83.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,83.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,83.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,83.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,83.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,83.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,83.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,83.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,83.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,83.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,83.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,84.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,84.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,84.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,84.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,84.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,84.jpg
3,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,84.jpg
3,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,84.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,84.jpg
rectangle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,84.jpg
no,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,84.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,84.jpg
circle,What is the shape of the green of the object?,filter green <nxt> query shape,84.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,84.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,84.jpg
no,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,84.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,84.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,84.jpg
no,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,84.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,84.jpg
4,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,85.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,85.jpg
2,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,85.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,85.jpg
4,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,85.jpg
2,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,85.jpg
2,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,85.jpg
2,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,85.jpg
4,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,85.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,85.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,85.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,85.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,85.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,85.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,85.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,85.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,85.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,85.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,85.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,85.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,86.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,86.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,86.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,86.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,86.jpg
rectangle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,86.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,86.jpg
rectangle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,86.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,86.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,86.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,86.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,86.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,86.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,86.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,86.jpg
rectangle,What is the shape of the blue of the object?,filter blue <nxt> query shape,86.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,86.jpg
yes,Is there a yellow object on the left?,filter yellow <nxt> query positions <nxt> isLeft,86.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,86.jpg
circle,What is the shape of the gray of the object?,filter gray <nxt> query shape,86.jpg
4,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,87.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,87.jpg
4,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,87.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,87.jpg
2,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,87.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,87.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,87.jpg
4,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,87.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,87.jpg
4,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,87.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,87.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,87.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,87.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,87.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,87.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,87.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,87.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,87.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,87.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,87.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,88.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,88.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,88.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,88.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,88.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,88.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,88.jpg
circle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,88.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,88.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,88.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,88.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,88.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,88.jpg
no,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,88.jpg
yes,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,88.jpg
yes,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,88.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,88.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,88.jpg
no,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,88.jpg
no,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,88.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,89.jpg
3,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,89.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,89.jpg
3,How many objects of the shape as that of the orange are there?,filter orange <nxt> query shape <nxt> filter <nxt> count,89.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,89.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,89.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,89.jpg
rectangle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,89.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,89.jpg
rectangle,What is the shape of the closest object to the red object?,filter red <nxt> relate closest <nxt> query shape,89.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,89.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,89.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,89.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,89.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,89.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,89.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,89.jpg
no,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,89.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,89.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,89.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,90.jpg
3,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,90.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,90.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,90.jpg
3,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,90.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,90.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,90.jpg
3,How many objects of the shape as that of the green are there?,filter green <nxt> query shape <nxt> filter <nxt> count,90.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,90.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,90.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,90.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,90.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,90.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,90.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,90.jpg
no,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,90.jpg
no,Is there a gray object on the top?,filter gray <nxt> query position <nxt> isTop,90.jpg
rectangle,What is the shape of the green of the object?,filter green <nxt> query shape,90.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,90.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,90.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,91.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,91.jpg
3,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,91.jpg
rectangle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,91.jpg
3,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,91.jpg
3,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,91.jpg
circle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,91.jpg
3,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,91.jpg
3,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,91.jpg
circle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,91.jpg
yes,Is there a gray object on the left?,filter gray <nxt> query positions <nxt> isLeft,91.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,91.jpg
circle,What is the shape of the blue of the object?,filter blue <nxt> query shape,91.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,91.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,91.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,91.jpg
rectangle,What is the shape of the gray of the object?,filter gray <nxt> query shape,91.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,91.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,91.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,91.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,92.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,92.jpg
rectangle,What is the shape of the closest object to the green object?,filter green <nxt> relate closest <nxt> query shape,92.jpg
circle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,92.jpg
4,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,92.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,92.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,92.jpg
circle,What is the shape of the closest object to the blue object?,filter blue <nxt> relate closest <nxt> query shape,92.jpg
rectangle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,92.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,92.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,92.jpg
yes,Is there a green object on the left?,filter green <nxt> query positions <nxt> isLeft,92.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,92.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,92.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,92.jpg
rectangle,What is the shape of the blue of the object?,filter blue <nxt> query shape,92.jpg
yes,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,92.jpg
no,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,92.jpg
circle,What is the shape of the red of the object?,filter red <nxt> query shape,92.jpg
circle,What is the shape of the orange of the object?,filter orange <nxt> query shape,92.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,93.jpg
2,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,93.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,93.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,93.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,93.jpg
4,How many objects of the shape as that of the blue are there?,filter blue <nxt> query shape <nxt> filter <nxt> count,93.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,93.jpg
circle,What is the shape of the farthest object to the orange object?,filter orange <nxt> relate farthest <nxt> query shape,93.jpg
circle,What is the shape of the farthest object to the red object?,filter red <nxt> relate farthest <nxt> query shape,93.jpg
circle,What is the shape of the farthest object to the yellow object?,filter yellow <nxt> relate farthest <nxt> query shape,93.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,93.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,93.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,93.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,93.jpg
yes,Is there a green object on the top?,filter green <nxt> query position <nxt> isTop,93.jpg
yes,Is there a blue object on the left?,filter blue <nxt> query positions <nxt> isLeft,93.jpg
circle,What is the shape of the yellow of the object?,filter yellow <nxt> query shape,93.jpg
yes,Is there a orange object on the top?,filter orange <nxt> query position <nxt> isTop,93.jpg
no,Is there a orange object on the left?,filter orange <nxt> query positions <nxt> isLeft,93.jpg
yes,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,93.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,94.jpg
rectangle,What is the shape of the farthest object to the gray object?,filter gray <nxt> relate farthest <nxt> query shape,94.jpg
rectangle,What is the shape of the closest object to the yellow object?,filter yellow <nxt> relate closest <nxt> query shape,94.jpg
2,How many objects of the shape as that of the yellow are there?,filter yellow <nxt> query shape <nxt> filter <nxt> count,94.jpg
circle,What is the shape of the farthest object to the green object?,filter green <nxt> relate farthest <nxt> query shape,94.jpg
4,How many objects of the shape as that of the gray are there?,filter gray <nxt> query shape <nxt> filter <nxt> count,94.jpg
circle,What is the shape of the closest object to the orange object?,filter orange <nxt> relate closest <nxt> query shape,94.jpg
rectangle,What is the shape of the farthest object to the blue object?,filter blue <nxt> relate farthest <nxt> query shape,94.jpg
4,How many objects of the shape as that of the red are there?,filter red <nxt> query shape <nxt> filter <nxt> count,94.jpg
circle,What is the shape of the closest object to the gray object?,filter gray <nxt> relate closest <nxt> query shape,94.jpg
yes,Is there a yellow object on the top?,filter yellow <nxt> query position <nxt> isTop,94.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,94.jpg
no,Is there a red object on the left?,filter red <nxt> query positions <nxt> isLeft,94.jpg
rectangle,What is the shape of the red of the object?,filter red <nxt> query shape,94.jpg
yes,Is there a blue object on the top?,filter blue <nxt> query position <nxt> isTop,94.jpg
no,Is there a red object on the top?,filter red <nxt> query position <nxt> isTop,94.jpg
